t_index   term                   df
11055     togeth                101
11056     togo                    1
11057     tohouri                 1
11058     toi                     1
11059     toietnam                1
11060     toilet                  3
11061     token                   2
11062     tokov                   1
11063     tokyo                  25
11064     told                  277
11065     toledo                 15
11066     toler                  12
11067     tolkach                 1
11068     toll                   80
11069     tolli                   1
11070     tolstoy                 1
11071     tom                    42
11072     tomahawk                6
11073     tomato                  2
11074     tomb                    1
11075     tomic                   2
11076     tomislav                1
11077     tommi                   9
11078     tomorrow               41
11079     ton                    47
11080     tone                   16
11081     tong                    1
11082     tongu                   9
11083     toni                   34
11084     tonig                   2
11085     tonight               104
11086     tonugu                  1
11087     took                  216
11088     tool                   21
11089     toothless               1
11090     top                   184
11091     topic                   1
11092     topmost                 1
11093     topolev                 2
11094     toppl                  26
11095     torch                  11
11096     tore                   41
11097     tori                    1
11098     torment                10
11099     torn                    8
11100     torpedo                64
11101     torr                    1
11102     torricelli              1
11103     torso                   1
11104     tortilla                1
11105     tortur                 14
11106     toscap                  1
11107     toss                   14
11108     tossup                  3
11109     total                  75
11110     totalitarian            1
11111     tote                    4
11112     totter                  1
11113     touch                  37
11114     touchdown               1
11115     touchi                  2
11116     tough                  33
11117     toughen                 1
11118     tougher                 2
11119     toughest                2
11120     tour                   46
11121     tourism                 1
11122     tourist                12
11123     tournament             51
11124     tout                    2
11125     tow                    18
11126     toward                 99
11127     towel                   1
11128     tower                  21
11129     town                  115
11130     townsend                1
11131     townspeopl              2
11132     toy                     3
11133     trac                    1
11134     trace                  13
11135     tracey                  1
11136     traci                   1
11137     track                  47
11138     trade                  72
11139     trader                 11
11140     tradit                 45
11141     traffic                25
11142     traffick               22
11143     tragedi                48
11144     tragic                 15
11145     trail                  45
11146     trailer                13
11147     train                  57
11148     trainer                14
11149     traips                  1
11150     trait                   1
11151     traition                1
11152     traitor                 1
11153     trajkov                 1
11154     trampl                  2
11155     tran                    7
11156     trang                   1
11157     tranquil                6
11158     transact                6
11159     transcend               1
11160     transcript              6
11161     transfer               27
11162     transform               6
11163     transit                45
11164     translat               21
11165     transmiss               2
11166     transmit                1
11167     transmitt               1
11168     transnat                1
11169     transpar               13
11170     transpir                3
11171     transport              55
11172     traor                   1
11173     trap                   73
11174     trash                  13
11175     trauma                  7
11176     traumat                 5
11177     travail                 1
11178     travel                 71
11179     travelg                 1
11180     travesti                2
11181     tray                    1
11182     tread                   1
11183     treason                 2
11184     treasur                 5
11185     treasuri                2
11186     treat                  39
11187     treati                  7
11188     treatment              34
11189     trebjesanin             1
11190     tredway                 1
11191     tree                   13
11192     treeless                1
11193     trek                    2
11194     trembl                  1
11195     tremend                 8
11196     tremor                 23
11197     trench                  2
11198     trenchantli             1
11199     trend                  17
11200     trent                   7
11201     tri                   324
11202     triag                   1
11203     trial                  82
11204     triangl                 1
11205     tribal                 10
11206     tribe                   9
11207     tribesmen               1
11208     tribespeopl             1
11209     tribun                 30
11210     tribut                 12
11211     trichovich              1
11212     trick                  13
11213     tricki                  6
11214     trickl                  4
11215     tricov                  1
11216     trident                 1
11217     trigger                28
11218     trillion                2
11219     trim                   12
11220     trio                    1
11221     trip                   83
11222     tripl                   4
11223     triplett                1
11224     tripoli                 1
11225     tripp                   1
11226     triumph                15
11227     trivedi                 1
11228     troop                  67
11229     trooper                 5
11230     trophi                  3
11231     tropic                  1
11232     trot                    2
11233     troubl                 64
11234     troublemak              1
11235     troublesom              2
11236     trounc                  1
11237     troup                   1
11238     trove                   1
11239     trti                    1
11240     truce                   3
11241     truck                  66
11242     trucker                 2
11243     truckload               5
11244     true                   36
11245     truer                   1
11246     truli                  16
11247     truman                  5
11248     trumpet                 4
11249     trundl                  1
11250     trust                  26
11251     trustworthi             1
11252     truth                  21
11253     tsvangirai              1
11254     tu                      1
11255     tube                   11
11256     tuck                    3
11257     tucker                  1
11258     tudela                 10
11259     tudjman                 3
11260     tuesday               164
11261     tug                     4
11262     tugboat                 1
11263     tull                    7
11264     tumb                    1
11265     tumbl                   7
11266     tumult                  2
11267     tumultu                 5
11268     tuna                    1
11269     tune                    7
11270     tuneup                  2
11271     tungata                 1
11272     tunisia                 1
11273     tunnel                  5
11274     tupac                   4
11275     turban                  1
11276     turbin                  3
11277     turbul                  4
11278     tureen                  1
11279     turf                    1
11280     turk                    2
11281     turkey                 17
11282     turkish                 2
11283     turmoil                16
11284     turn                  182
11285     turnaround              2
11286     turncoat                1
11287     turner                  1
11288     turnout                27
11289     turnov                  7
11290     tusca                   1
11291     tussl                   1
11292     tutori                  1
11293     tuxedo                  1
11294     tv                     64
11295     twa                     1
11296     twelfth                 1
11297     twelv                   2
11298     twenti                  7
11299     twice                  42
11300     twig                    1
11301     twin                   14
11302     twist                  21
11303     two                   585
11304     tx                     14
11305     tyner                   1
11306     type                   23
11307     typewrit                1
11308     typhu                   1
11309     typic                   6
11310     typifi                  1
11311     typograph               2
11312     tyranni                 3
11313     tyrant                  2
11314     tyson                   5
11315     tysyacheletiy           1
11316     ueno                    2
11317     ufwet                   1
11318     ugaz                    3
11319     ugli                    3
11320     uh                      1
11321     ulihrach                2
11322     ultim                  31
11323     ultimatum               3
11324     ultra                   1
11325     ultralight              3
11326     ultramodern             2
11327     ultranationalist         3
11328     umbil                   1
11329     umbrella                2
11330     umc                     1
11331     umesh                   1
11332     umpir                   6
11333     un                      7
11334     unabl                  24
11335     unaccept                7
11336     unaccount              12
11337     unambigu                1
11338     unanim                  6
11339     unannounc               4
11340     unansw                  4
11341     unapologet              1
11342     unarm                   5
11343     unattend                1
11344     unauthor                3
11345     unavoid                 2
11346     unawar                  3
11347     unbalanc                1
11348     unbear                  1
11349     unbeaten                1
11350     unbeliev                6
11351     unbias                  2
11352     unborn                  1
11353     unbridl                 1
11354     unbroken                2
11355     uncal                   1
11356     uncanni                 1
11357     unceasingli             1
11358     uncertain              14
11359     uncertainti            12
11360     unchalleng              3
11361     unchang                 6
11362     uncharacterist          2
11363     uncharismat             1
11364     uncheck                 4
11365     uncl                    9
11366     unclaim                 2
11367     unclassifi              3
11368     unclear                27
11369     uncoil                  1
11370     uncollect               1
11371     uncomfort               2
11372     uncommit                2
11373     uncommon                1
11374     unconcern               1
11375     uncondit                4
11376     unconfirm               3
11377     unconsci                2
11378     unconstitut             2
11379     unconvinc               1
11380     uncork                  1
11381     uncorrupt               1
11382     uncount                 1
11383     uncov                  14
11384     uncrit                  1
11385     undaunt                 1
11386     undecid                 8
11387     undef                   1
11388     undemocrat              3
11389     underag                 4
11390     undercov                1
11391     undercut                9
11392     underdog                1
11393     underestim              5
11394     undergo                 7
11395     undergon                1
11396     underground             6
11397     underli                 3
11398     underlin                3
11399     undermin               14
11400     underneath              7
11401     underpaid               1
11402     underscor              14
11403     undersea                1
11404     undersecretari          5
11405     undersheriff            2
11406     understaf               1
11407     understand             55
11408     understat               1
11409     understood             11
11410     understudi              1
11411     undertak                5
11412     undertaken              6
11413     underton                1
11414     undertook               1
11415     underw                  5
11416     underwat               21
11417     underway                9
11418     underwood               1
11419     underworld              3
11420     undescrib               1
11421     undeserv                2
11422     undetect                6
11423     undisclos               2
11424     undisput                2
11425     undisturb               1
11426     undivid                 1
11427     undo                    1
11428     undoc                   1
11429     undon                   1
11430     undoubtedli             3
11431     undu                    2
11432     unduli                  2
11433     unearth                 4
11434     uneasi                  8
11435     unelect                 1
11436     unemploy                5
11437     unenforc                1
11438     unequivoc               2
11439     uner                    2
11440     unesco                  1
11441     unexpect                9
11442     unexpectedli            4
11443     unexpir                 1
11444     unexplain               4
11445     unexplod                4
11446     unfair                 13
11447     unfairli                4
11448     unfamiliar              4
11449     unfathom                2
11450     unfaz                   3
11451     unfett                  9
11452     unfinish                4
11453     unfit                  15
11454     unflatt                 1
11455     unfold                 12
11456     unforc                 12
11457     unfortun               17
11458     unfound                 3
11459     unfurl                  1
11460     ungovern                2
11461     unhappi                 4
11462     unharm                  5
11463     unheard                 1
11464     unhelp                  1
11465     unhurt                  1
11466     unicef                  1
11467     unidentifi             15
11468     unif                    2
11469     unifi                  12
11470     uniform                24
11471     unilater                1
11472     unimagin                3
11473     uninform                1
11474     uninhabit               1
11475     unintellig              1
11476     unintend                1
11477     union                  60
11478     unionist                2
11479     uniqu                   3
11480     unit                  376
11481     uniti                  23
11482     univers                65
11483     univis                  3
11484     unjust                  3
11485     unjustifi               7
11486     unjustli                1
11487     unknowingli             1
11488     unknown                38
11489     unlaw                   1
11490     unleash                 5
11491     unless                 14
11492     unlevel                 1
11493     unlik                  31
11494     unlimit                 2
11495     unload                 11
11496     unman                   1
11497     unmark                  1
11498     unmistak                2
11499     unnam                   4
11500     unnecessari             6
11501     unnot                   1
11502     unoffici                5
11503     unpack                  1
11504     unpalat                 1
11505     unpolish                1
11506     unpopular               7
11507     unpreced               27
11508     unprecedentedli         1
11509     unpredict               4
11510     unpretenti              2
11511     unprint                 1
11512     unprotect               4
11513     unpunish                1
11514     unquestion              1
11515     unravel                 8
11516     unreason                2
11517     unrecov                 1
11518     unregul                 3
11519     unrel                   5
11520     unreli                  2
11521     unrepres                2
11522     unresolv                4
11523     unrest                 17
11524     unrestrict              1
11525     unsaf                   3
11526     unsatisfactori          4
11527     unsatisfi               1
11528     unsavori                2
11529     unscath                 5
11530     unschedul               2
11531     unscom                  1
11532     unscript                1
11533     unscrupul               2
11534     unseason                1
11535     unseat                 11
11536     unsecur                 4
11537     unseed                 12
11538     unseen                  2
11539     unselfish               1
11540     unsettl                 6
11541     unshaken                2
11542     unshaven                1
11543     unsheath                1
11544     unspecif                3
11545     unspecifi               6
11546     unspectacular           3
11547     unspoken                1
11548     unstabl                 9
11549     unsteadi                1
11550     unsteadili              1
11551     unsubstanti             2
11552     unsuccess              15
11553     unsupervis              2
11554     unsur                   6
11555     unsuspect               1
11556     unswervingli            2
11557     unsympathet             1
11558     untabul                 2
11559     untaint                 1
11560     untal                   1
11561     untap                   2
11562     untest                  2
11563     unthink                 3
11564     unthreaten              2
11565     untold                  2
11566     untouch                 3
11567     untreat                 2
11568     untrustworthi           1
11569     untruth                 2
11570     unus                    2
11571     unusu                  29
11572     unveil                  3
11573     unwant                  3
11574     unwarr                  1
11575     unwil                  10
11576     unwilling               3
11577     unwis                   2
11578     unwittingli             2
11579     upbeat                  1
11580     upcom                  10
11581     updat                  18
11582     upfront                 1
11583     upheav                  5
11584     upheld                  1
11585     uphil                   2
11586     uphold                  3
11587     upkeep                  1
11588     upon                   30
11589     upper                   8
11590     upris                  44
11591     uproar                  5
11592     uproot                  1
11593     upscal                  3
11594     upset                  40
11595     upshot                  1
11596     upsid                   3
11597     upstag                  1
11598     upstart                 2
11599     upstat                  2
11600     upsurg                  1
11601     upto                    1
11602     upward                  2
11603     ural                    2
11604     urban                   8
11605     urdu                    2
11606     ureg                    1
11607     urg                    92
11608     urgenc                  4
11609     urgent                 12
11610     uruguay                 2
11611     urvashi                 1
11612     us                    307
11613     usa                     6
11614     usaid                   2
11615     usama                   1
11616     usdoj                   1
11617     use                   308
11618     usha                    1
11619     usher                   3
11620     uss                   228
11621     ussol                   1
11622     ussr                    2
11623     ustacov                 1
11624     ustakov                 1
11625     ustokov                 1
11626     usual                  39
11627     usulutan                1
11628     utah                    6
11629     utensil                 1
11630     util                    5
11631     uttar                   4
11632     utter                   3
11633     utterli                14
11634     uvarov                  1
11635     uvil                    1
11636     uwint                   1
11637     uzic                    1
11638     va                     39
11639     vacanc                 11
11640     vacant                  3
11641     vacat                  15
11642     vacuum                  5
11643     vadim                   8
11644     vagari                  1
11645     vagu                    3
11646     vaibhav                 3
11647     vaidya                  1
11648     vain                    6
11649     vajpaye                13
11650     valdimir                2
11651     valentin               37
11652     valetin                 1
11653     valiantli               1
11654     valid                   6
11655     vall                    1
11656     vallanc                 1
11657     vallentin               1
11658     valley                  4
11659     valu                   21
11660     valuabl                 8
11661     van                    21
11662     vandal                  3
11663     vanek                   9
11664     vanish                  6
11665     vanquish                2
11666     vantag                  1
11667     vap                     1
11668     vapid                   1
11669     vara                    3
11670     varadero                1
11671     varga                   3
11672     vari                    7
11673     variat                  2
11674     varieti                 9
11675     variou                 24
11676     various                 1
11677     varonec                 1
11678     vasiltsov               1
11679     vassal                  1
11680     vast                   23
11681     vastli                  4
11682     vat                     1
11683     vault                   3
11684     vavrinec                1
11685     vecernj                 2
11686     vedrin                  4
11687     veekz                   1
11688     veen                    1
11689     vega                    4
11690     veget                   1
11691     vehement                3
11692     vehicl                 47
11693     veil                    9
11694     vein                    1
11695     velensuela              1
11696     velez                   1
11697     velimir                 2
11698     vellari                 1
11699     vend                    1
11700     vendor                  2
11701     veneer                  1
11702     venero                  1
11703     venezuela               3
11704     venezuelan              2
11705     veng                    2
11706     venom                   2
11707     vent                    1
11708     ventil                  1
11709     ventur                 15
11710     ventura                 1
11711     venturoni               1
11712     venu                   36
11713     verandah                2
11714     verb                    2
11715     verbal                  3
11716     verdict                24
11717     verg                    7
11718     veri                  275
11719     verifi                  7
11720     vermont                 3
11721     vern                   24
11722     vernon                  6
11723     vero                    3
11724     veronica                1
11725     veronika                1
11726     vers                    5
11727     version                18
11728     versu                   1
11729     vertigo                 1
11730     veselinov               1
11731     vesna                   2
11732     vessel                 56
11733     vest                    8
11734     vestig                  7
11735     vet                     2
11736     veteran                41
11737     veto                    2
11738     vetrivinia              1
11739     vex                     1
11740     vi                      3
11741     via                     6
11742     vibe                    1
11743     vibrat                  1
11744     vicar                   1
11745     vicario                 3
11746     vice                   91
11747     vicent                  1
11748     viciou                  3
11749     vick                    1
11750     victim                104
11751     victor                 14
11752     victori               140
11753     video                  40
11754     videodisc               1
11755     videotap               30
11756     vidyayevo               1
11757     vienna                  1
11758     viet                    3
11759     vietcong                1
11760     vietnam                55
11761     vietnames              45
11762     view                   61
11763     viewer                  6
11764     viewpoint               1
11765     vigil                  23
11766     vigor                  10
11767     vij                     1
11768     vijay                   1
11769     vijesti                 1
11770     vike                    1
11771     vikram                  1
11772     viktor                  1
11773     vila                    1
11774     vile                    1
11775     vilifi                  4
11776     villa                   4
11777     villag                 34
11778     villain                 1
11779     villamil                1
11780     villanueva              3
11781     vilonuaeva              1
11782     vinc                    1
11783     vincent                 4
11784     vinci                   4
11785     vinciguerra             2
11786     vindic                  3
11787     vindict                 2
11788     vineet                  2
11789     vinegar                 1
11790     vini                    1
11791     vinroot                 1
11792     vintag                  1
11793     violat                 31
11794     violenc               106
11795     violent                33
11796     vip                     2
11797     viral                   1
11798     virgin                  2
11799     virgini                 4
11800     virginia               61
11801     virginian               1
11802     virtu                   3
11803     virtual                25
11804     viru                    7
11805     virul                   1
11806     visa                    8
11807     viscer                  1
11808     visibl                 37
11809     vision                 11
11810     visit                 155
11811     visitor                 6
11812     visor                   1
11813     vista                   1
11814     visual                  4
11815     vital                  17
11816     vitali                  1
11817     vitamin                 1
11818     vitup                   1
11819     vituper                 1
11820     vivid                   5
11821     vividli                 2
11822     viyanka                 2
11823     vladamiro               1
11824     vladan                  2
11825     vlademi                 1
11826     vlademiro               1
11827     vladimero               1
11828     vladimir               79
11829     vladimiro              42
11830     vlajko                  4
11831     vlatislav               1
11832     vm                      4
11833     vo                      2
11834     voa                    58
11835     vocabulari              1
11836     vocal                   3
11837     vodafon                 7
11838     vogu                    2
11839     voic                   35
11840     void                    7
11841     voinovich               1
11842     voislav                 1
11843     vojislav               98
11844     vojislov                3
11845     vojvodina               5
11846     volatil                18
11847     volcan                  1
11848     volcano                 1
11849     volgin                  1
11850     volley                 16
11851     volta                   1
11852     volum                   1
11853     volunt                 28
11854     voluntarili             2
11855     von                     5
11856     vopt                    1
11857     vote                  183
11858     voter                  65
11859     vow                    45
11860     voyag                   5
11861     vranj                   2
11862     vranjkov                1
11863     vu                      1
11864     vucic                   1
11865     vuk                     5
11866     vukicev                 1
11867     vulcanologist           1
11868     vulner                 35
11869     vuong                   1
11870     vy                      2
11871     vya                     3
11872     vyacheslav              4
11873     vycheslav               1
11874     wa                    893
11875     wad                     1
11876     wada                    1
11877     wade                    4
11878     wadi                    2
11879     waft                    2
11880     wage                   14
11881     wagner                  3
11882     wahab                   1
11883     waifish                 1
11884     waight                  1
11885     wail                    9
11886     wainek                  1
11887     waisman                 1
11888     waistband               1
11889     wait                   99
11890     waiv                    7
11891     waiver                  5
11892     wake                   32
11893     wakeforest              1
11894     wakil                   1
11895     wal                     1
11896     walden                  2
11897     waldo                   1
11898     walk                   69
11899     walker                  7
11900     walki                   1
11901     walkout                 7
11902     wall                   73
11903     wallac                  3
11904     walter                  6
11905     wan                     1
11906     wand                    2
11907     wanda                   1
11908     wander                 15
11909     wane                    9
11910     want                  287
11911     war                   197
11912     ward                    5
11913     warden                  4
11914     ware                    1
11915     warehous                3
11916     warfar                  9
11917     warhead                 1
11918     wari                    6
11919     warili                  1
11920     warm                   14
11921     warmer                  1
11922     warmest                 1
11923     warmli                  2
11924     warmth                  2
11925     warmup                  4
11926     warn                  109
11927     warner                  6
11928     warp                    1
11929     warplan                 5
11930     warrant                16
11931     warren                  9
11932     warrior                 5
11933     warsaw                  1
11934     warship                77
11935     wartim                  2
11936     wash                    9
11937     washak                  1
11938     washington            212
11939     wast                    5
11940     wastag                  1
11941     watch                  99
11942     watchdog                2
11943     watcher                 5
11944     watchman                3
11945     watchtow                1
11946     water                 114
11947     waterfront              2
11948     waterg                  1
11949     waterlin               11
11950     watermelon              1
11951     watersh                 1
11952     waterway                2
11953     watkin                  1
11954     watson                  2
11955     wave                   60
11956     waver                   2
11957     wax                     1
11958     way                   304
11959     waybourn                1
11960     wayn                    6
11961     wayner                  1
11962     wbai                    1
11963     wc                      1
11964     wcau                    1
11965     weak                   28
11966     weaken                  8
11967     weaker                  9
11968     wealth                  8
11969     wealthi                15
11970     wealthier               1
11971     wealthiest              1
11972     weapon                 75
11973     weaponri                9
11974     wear                   40
11975     weari                  15
11976     weather                48
11977     weav                    1
11978     web                    18
11979     webb                    1
11980     weber                   1
11981     websit                  7
11982     webster                 8
11983     wed                    10
11984     wedg                    1
11985     wednesday             177
11986     wee                     3
11987     week                  380
11988     weekend                65
11989     weekli                 10
11990     weekz                   1
11991     weep                   14
11992     weigh                  13
11993     weight                 14
11994     weighti                 1
11995     weingartn               2
11996     weird                   3
11997     welcom                 49
11998     weld                    7
11999     welder                  1
12000     weldon                  2
12001     welfar                  3
12002     well                  248
12003     wen                     1
12004     wendi                   1
12005     went                  159
12006     wento                   1
12007     wep                     2
12008     wept                    4
12009     wesley                  3
12010     west                  125
12011     western               121
12012     westminst               1
12013     westward                1
12014     wet                     3
12015     wethi                  10
12016     wgbh                    6
12017     wha                     1
12018     whack                   2
12019     whale                   2
12020     whatev                 27
12021     whatsoev                3
12022     wheat                   1
12023     wheaton                 1
12024     wheel                   9
12025     wheelchair              1
12026     wheeler                 3
12027     whenev                 12
12028     wherea                  3
12029     whereabout             23
12030     wherev                  5
12031     whet                    1
12032     whether               201
12033     whi                    93
12034     whiff                   1
12035     whilst                  3
12036     whim                    1
12037     whip                    5
12038     whippani                1
12039     whirlwind               1
12040     whisk                   1
12041     whisper                 3
12042     whistl                  5
12043     whistleblow             1
12044     whitacr                 1
12045     white                 168
12046     whitewash               3
12047     whitewat               19
12048     whither                 1
12049     whitman                 3
12050     whitmir                 1
12051     whittl                  2
12052     whoever                 6
12053     whole                  68
12054     wholeheartedli          1
12055     wholesal                1
12056     wholesom                1
12057     wholli                  1
12058     whop                    4
12059     whose                 129
12060     wi                      5
12061     wibberley               5
12062     wichita                 1
12063     wick                    1
12064     wide                   73
12065     widen                   7
12066     wider                   9
12067     widespread             18
12068     widow                  45
12069     wield                   7
12070     wife                  131
12071     wiland                  1
12072     wild                   20
12073     wildcard                1
12074     wildest                 1
12075     wildli                  6
12076     wildlif                 1
12077     wilk                    1
12078     willi                   4
12079     william               143
12080     williams                2
12081     williamsport            4
12082     willing                 8
12083     wilma                   1
12084     wilson                 31
12085     wimbledon              23
12086     win                   153
12087     wind                   24
12088     windfal                 1
12089     windi                   1
12090     window                 43
12091     windowless              1
12092     wing                    7
12093     wingat                  1
12094     winner                 86
12095     winsegerera             1
12096     winston                 5
12097     winter                  4
12098     winton                  2
12099     wipe                   16
12100     wire                   17
12101     wisconsin              15
12102     wisdom                  3
12103     wise                    6
12104     wiser                   2
12105     wish                   38
12106     wisher                  3
12107     wisnep                  1
12108     wisnip                  1
12109     wist                    1
12110     wit                    76
12111     witch                   1
12112     withdraw               19
12113     withdrawn               5
12114     withdrew               16
12115     wither                  1
12116     withheld                4
12117     withhold                5
12118     within                102
12119     without               141
12120     withstand               8
12121     withstood               3
12122     witless                 2
12123     witt                    1
12124     wittmann                2
12125     wive                    2
12126     wnbc                    1
12127     wo                      2
12128     wodi                    1
12129     woe                     1
12130     woefulli                1
12131     woke                    5
12132     woken                   3
12133     wolf                    4
12134     wolfenson               1
12135     wolfowitz               1
12136     wolfson                 4
12137     woman                  61
12138     women                 106
12139     wond                    1
12140     wonder                 41
12141     wont                    1
12142     woo                     2
12143     wood                   18
12144     wooden                 10
12145     woodford                2
12146     woodgouskov             1
12147     woodland               14
12148     woodleaf                1
12149     woodridg                1
12150     woodrow                 2
12151     woodruff                8
12152     woodword                1
12153     woolridg                1
12154     woolsey                 1
12155     wooster                 1
12156     word                   92
12157     wore                   22
12158     work                  321
12159     workaday                1
12160     workboat                1
12161     worker                141
12162     workforc                4
12163     workmen                 1
12164     workplac                1
12165     workshop                3
12166     worl                    1
12167     world                 244
12168     worldconcern            1
12169     worldli                 2
12170     worldrelief             1
12171     worldvis                1
12172     worldwid               22
12173     worn                    9
12174     worri                  52
12175     worriesom               1
12176     worrisom                1
12177     wors                   28
12178     worsen                  6
12179     worship                15
12180     worshipp                1
12181     worst                  60
12182     worth                  26
12183     worthsal                1
12184     worthwhil               1
12185     would                 493
12186     wound                 100
12187     wow                     1
12188     wrack                   4
12189     wrangl                  2
12190     wrap                   17
12191     wraparound              1
12192     wrath                   2
12193     wrc                     1
12194     wre                     1
12195     wreak                   3
12196     wreck                  14
12197     wreckag                24
12198     wrench                  9
12199     wrest                   5
12200     wring                   3
12201     wrinkl                  1
12202     wrist                   3
12203     writ                    1
12204     write                  29
12205     writer                 11
12206     written                44
12207     wrn                     1
12208     wrong                  50
12209     wrongdo                 8
12210     wrote                  41
12211     wrought                 1
12212     wta                     2
12213     www                    61
12214     wxyz                    1
12215     wych                    3
12216     wyo                     5
12217     wyom                    3
12218     xavier                  1
12219     xenophob                3
12220     xenophobia              2
12221     xiang                   1
12222     xinjiang                2
12223     xuan                    1
12224     ya                      1
12225     yaakov                  1
12226     yacht                   3
12227     yahia                   1
12228     yakovlev                1
12229     yale                    2
12230     yamoussoukro            1
12231     yan                     1
12232     yank                    2
12233     yanke                   1
12234     yanyodiwich             1
12235     yapi                    1
12236     yard                   22
12237     yarra                   1
12238     yashwant                1
12239     yasser                 14
12240     yassir                  1
12241     yaun                    1
12242     yaya                    1
12243     ye                     26
12244     yeah                   13
12245     year                  578
12246     yearli                  1
12247     yell                    2
12248     yellow                  7
12249     yeltsin                 4
12250     yemen                 240
12251     yemeni                129
12252     yere                    1
12253     yeshiva                 1
12254     yesterday              67
12255     yet                   165
12256     yevgen                  1
12257     yevgeni                27
12258     yi                      1
12259     yield                  10
12260     yodowich                1
12261     yojislav                1
12262     yomiuri                 2
12263     yonah                   1
12264     yopougon                5
12265     yore                    1
12266     york                   91
12267     yorker                  3
12268     yorkman                 1
12269     yoshiro                 5
12270     youn                    1
12271     young                  86
12272     youngblood              1
12273     younger                20
12274     youngest                6
12275     youngster               3
12276     youth                  15
12277     youzhni                 2
12278     yovano                  1
12279     yu                      2
12280     yubnotick               1
12281     yug                     1
12282     yugaslavia              1
12283     yugoslav               75
12284     yugoslavia            129
12285     yugoslavian            15
12286     yuri                    3
12287     yuxi                    2
12288     yve                     1
12289     zacatecoluca            1
12290     zacharea                2
12291     zagreb                  1
12292     zaharah                 1
12293     zajecar                 1
12294     zan                     2
12295     zander                  1
12296     zarem                   1
12297     zarko                   6
12298     zawahri                 5
12299     zay                     1
12300     zdanovich               1
12301     zeal                    1
12302     zedek                   2
12303     zein                    4
12304     zeitgeist               1
